timestamp,title,Years of Experiences ,salary,salaryDate,companyCountry,worktype,workhour,city,currency
2025-07-16 05:21:22,Front End,2,20000,2025-06-30,Egyption and site in egypt,Remote,Full Time,Cairo,EGP
2025-07-16 05:53:52,Full Stack .Net | Angular,3,26000,2025-07-01,Egyption and site in egypt,Remote,Full Time,Cairo,EGP
2025-07-16 05:56:21,.Net Developsr,2,14000,2025-06-01,Egyption and site in egypt,Remote,Full Time,Cairo,EGP
2025-07-16 05:58:59,IT Specialist,0,10000,2025-05-01,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-16 05:59:28,Front end,1,40000,2025-07-16,Not Egyption but site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 06:10:38,Email Marketing,2,45000,2025-07-16,Not Egyption but site in egypt,On Site,Full Time,Cairo,EGP
2025-07-16 06:13:16,Email marketing,1,30000,2025-07-16,Not Egyption but site in egypt,On Site,Full Time,Cairo,EGP
2025-07-16 06:13:54,Gmail marketing,0,22000,2025-07-16,Not Egyption but site in egypt,On Site,Full Time,Cairo,EGP
2025-07-16 06:18:53,CRM Developer,3,40000,2025-01-01,Egyption and site in egypt,Hybrid,Full Time,Multi Site,EGP
2025-07-16 06:19:06,PHP developer,2,6000,2025-07-16,Egyption and site in egypt,Remote,Part Time,Cairo,EGP
2025-07-16 06:23:01,Flutter developer,3,35000,2025-01-01,Egyption and site in egypt,Remote,Full Time,Dubai,EGP
2025-07-16 06:41:56,Storage&Backup admin,3,25,2025-07-25,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-16 06:43:02,Senior front end engineer,6,75000,2025-03-01,Not Egyption but site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 06:44:30,Flutter Developer,2,14000,2025-07-16,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-16 06:54:20,Full stack. Net developer,4,60000,2025-07-24,Not Egyption but site in egypt,Remote,Full Time,Australia,EGP
2025-07-16 06:55:06,Software QC Engineer,1,700,2025-06-01,Not Egyption but site in egypt,Hybrid,Full Time,Alexandria,USD
2025-07-16 06:55:40,mid level frontend react,2,17000,2025-07-11,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-16 06:57:12,Embedded Software Engineer,2,43000,2025-07-01,Egyption and site in egypt,Remote,Full Time,Cairo,EGP
2025-07-16 07:00:24,Procurement Engineer,2,9175,2025-05-01,Egyption and site in egypt,On Site,Full Time,Alexandria,EGP
2025-07-16 07:00:41,Senior Dot net developer,5,60000,2025-01-01,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-16 07:04:28,Software engineer,3,30000,2025-04-01,Egyption and site in egypt,Remote,Full Time,Cairo,EGP
2025-07-16 07:06:15,Frontend Engineer,1,60000,2025-01-01,Else,Hybrid,Full Time,Cairo,EGP
2025-07-16 07:06:18,Frontend Engineer,1,60000,2025-01-01,Else,Hybrid,Full Time,Cairo,EGP
2025-07-16 07:06:20,Frontend Engineer,1,60000,2025-01-01,Else,Hybrid,Full Time,Cairo,EGP
2025-07-16 07:09:35,.net junior,1,1000,2025-01-03,Not Egyption but site in egypt,Remote,Full Time,Kuwait,USD
2025-07-16 07:16:59,Sw testing engineer,1,35000,2025-07-16,Not Egyption but site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 07:17:21,Mobile Engineer,9,60000,2025-07-16,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 07:19:48,Data Scientist & Generative AI engineer,1,18000,2025-05-01,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 07:21:18,Flutter Developer,1,20000,2025-07-01,Egyption and site in egypt,On Site,Full Time,Alexandria,EGP
2025-07-16 07:27:14,"Fullstack (php ,vue)",1,250,2025-07-18,Not Egyption and site out of egypt,Remote,Full Time,Riyadh,USD
2025-07-16 07:27:15,software engineer,2,45000,2025-02-16,Not Egyption and site out of egypt,Remote,Full Time,London,EGP
2025-07-16 07:32:37,Data Engineer,2,660,2025-06-01,Not Egyption and site out of egypt,Remote,Full Time,Dubai,USD
2025-07-16 07:35:47,Backend Developer,3,30000,2025-01-03,Egyption and site in egypt,Remote,Full Time,Cairo,EGP
2025-07-16 07:37:54,Java Developer,1,30000,2024-09-01,Not Egyption but site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 07:38:09,Senior software developer,4,75000,2025-06-28,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 07:39:13,Computer Vision Engineer,2,30000,2025-07-16,Egyption and site in egypt,Remote,Full Time,Cairo,EGP
2025-07-16 07:40:32,Node.js developer,1,12000,2025-02-01,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-16 07:40:53,Frontend developer,2,22000,2025-01-01,Not Egyption but site in egypt,On Site,Full Time,Giza,EGP
2025-07-16 07:49:47,Backend Developer - PHP Laravel,1,25000,2025-02-16,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 07:51:18,"Software Engineer( Mobile react native , backend django)",1,400,2025-07-16,Not Egyption but site in egypt,Hybrid,Full Time,Cairo,USD
2025-07-16 07:52:17,Software tester,2,17000,2025-06-01,Egyption and site in egypt,Remote,Full Time,Cairo,EGP
2025-07-16 07:52:31,Full stack developer (Angular+.net),1,24000,2025-08-01,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 07:56:24,Software testing,1,600,2025-01-10,Not Egyption but site in egypt,Remote,Full Time,Cairo,USD
2025-07-16 07:54:09,data scientist,2,55000,2025-07-01,Not Egyption but site in egypt,Remote,Full Time,Dubai,EGP
2025-07-16 07:55:35,Data Production Analyst,1,12500,2025-07-16,Not Egyption but site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 07:58:19,Software engineer,3,37000,2000-07-15,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-16 07:58:45,Construction manager,17,65000,2025-01-01,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-16 07:58:55,Senior DevOps Engineer,4,42000,2025-01-01,Not Egyption but site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 08:01:42,IoT Embedded systems,3,100,2025-07-01,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 08:03:13,Gis developer,0,600,2025-07-16,Not Egyption but site in egypt,On Site,Full Time,Cairo,USD
2025-07-16 08:03:17,Data Visualization,1,8000,2025-07-16,Not Egyption but site in egypt,On Site,Full Time,Cairo,EGP
2025-07-16 08:03:27,Full stack enginner,2,53000,2025-06-28,Not Egyption but site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 08:05:00,Golang developer,6,30000,2025-01-01,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-16 08:05:34,Data scientist,4,100000,2025-07-16,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 08:06:15,Ai engineer,0,30000,2025-09-01,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-16 08:09:39,Frontend Developer,1,12000,2025-07-01,Egyption and site in egypt,Remote,Full Time,Cairo,EGP
2025-07-16 08:10:28,Full stack developer,4,40000,2025-07-01,Not Egyption and site out of egypt,Remote,Part Time,Dubai,EGP
2025-07-16 08:11:05,Flutter Developer,3,8500,2025-07-16,Egyption and site in egypt,Hybrid,Full Time,Alexandria,EGP
2025-07-16 08:12:02,Flutter developer,2,20000,2025-07-05,Egyption and site in egypt,On Site,Full Time,Giza,EGP
2025-07-16 08:12:07,IT Specialist,1,8000,2025-07-16,Not Egyption but site in egypt,On Site,Full Time,Cairo,EGP
2025-07-16 08:12:20,Senior frontend developer,3,45000,2025-06-01,Egyption and site in egypt,Remote,Full Time,Cairo,EGP
2025-07-16 08:12:41,Android Developer,1,15,2024-09-06,Egyption and site in egypt,Remote,Full Time,Cairo,EGP
2025-07-16 08:16:22,Senior data engineer,3,58000,2025-07-16,Not Egyption but site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 08:17:16,Backend Developer,2,23000,2025-07-01,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 08:17:32,Senior front end vue/nuxt js,5,1100,2025-07-16,Not Egyption and site out of egypt,Remote,Full Time,Jordan ,EGP
2025-07-16 08:20:27,Frontend developer,1,20000,2025-07-16,Not Egyption but site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 08:24:29,Mobile apps developer Flutter,2,800,2025-07-01,Not Egyption and site out of egypt,Remote,Full Time,Dubai,USD
2025-07-16 08:24:54,Frontend developer,1,20500,2025-02-01,Egyption and site in egypt,Hybrid,Full Time,Giza,EGP
2025-07-16 08:24:56,Backend Developer,3,34000,2025-07-01,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-16 08:26:05,Software Engineer,3,1400,2025-07-03,Not Egyption and site out of egypt,Remote,Full Time,California,USD
2025-07-16 08:27:36,Senior Data Scientist,3,60000,2025-09-01,Not Egyption but site in egypt,Hybrid,Full Time,Multi Site,EGP
2025-07-16 08:29:31,.NET Developer,2,32000,2024-12-01,Not Egyption but site in egypt,On Site,Full Time,Cairo,EGP
2025-07-16 08:31:19,Data Analyst,2,24000,2024-10-01,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-16 08:31:25,Data Visualization Analyst,1,13000,2025-01-01,Egyption and site in egypt,Remote,Full Time,Cairo,EGP
2025-07-16 08:31:35,Java backend developer,2,25000,2025-07-16,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 08:31:58,Front end developer,3,30000,2025-01-05,Egyption and site in egypt,Remote,Full Time,Alexandria,EGP
2025-07-16 08:32:42,"Technical Lead, Backend and DevOps",3,100000,2025-03-01,Egyption and site in egypt,Hybrid,Full Time,Giza,EGP
2025-07-16 08:34:52,Full stack web developer,3,21000,2025-07-16,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 08:35:07,Senior frontend developer,5,1500,2025-05-01,Not Egyption but site in egypt,Remote,Full Time,Cairo,USD
2025-07-16 08:37:53,PHP Deveoper,3,7500,2023-01-01,Not Egyption but site in egypt,On Site,Full Time,Mansoura,EGP
2025-07-16 08:36:25,Product Owner/Manager,3,41000,2024-10-15,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 08:37:29,Product Owner/Manager (senior),4,1650,2025-07-14,Not Egyption and site out of egypt,Remote,Full Time,Riyadh,USD
2025-07-16 08:37:55,back end developer,2,20000,2025-07-01,Egyption and site in egypt,Remote,Full Time,Cairo,EGP
2025-07-16 08:39:43,Java software engineer,4,50000,2025-07-16,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 08:40:18,Software developer,3,22000,2025-07-01,Egyption and site in egypt,Remote,Full Time,Manama,EGP
2025-07-16 08:40:24,Senior developer (java springboot&& angular ),7,1850,2025-07-01,Not Egyption but site in egypt,Hybrid,Full Time,Cairo,USD
2025-07-16 08:42:36,Backend Developer,5,60000,2025-07-16,Not Egyption and site out of egypt,Remote,Full Time,Jordan ,EGP
2025-07-16 08:43:14,Nodejs develoepr,1,20000,2025-07-16,Egyption and site in egypt,Remote,Full Time,Cairo,EGP
2025-07-16 08:43:47,Data scientist,1,27000,2025-05-25,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-16 08:45:25,Software Engineer,1,650,2025-07-16,Egyption and site in egypt,Remote,Full Time,Alexandria,USD
2025-07-16 08:47:35,software tester,1,12500,2025-03-09,Egyption and site in egypt,Remote,Full Time,Cairo,EGP
2025-07-16 08:47:45,Software Engineer,2,100000,2025-07-16,Not Egyption and site out of egypt,Remote,Full Time,Riyadh,EGP
2025-07-16 08:51:13,Software Engineer (Java),3,31000,2025-01-01,Egyption and site in egypt,Hybrid,Full Time,Giza,EGP
2025-07-16 08:55:40,Odoo developer,1,5500,2025-07-16,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-16 08:59:31,Frontend developer,3,66000,2025-04-01,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 08:59:49,Back End Developer,3,30000,2025-07-01,Egyption and site in egypt,Remote,Full Time,Cairo,EGP
2025-07-16 09:01:03,Back End Developer,2,6000,2025-07-07,Egyption and site in egypt,Remote,Full Time,Cairo,EGP
2025-07-16 09:01:48,Warehouse Manager,7,25,2025-01-02,Egyption and site in egypt,On Site,Full Time,Giza,EGP
2025-07-16 09:01:49,Senior Front end Developer,6,45000,2025-04-01,Not Egyption but site in egypt,Remote,Full Time,Canada,EGP
2025-07-16 09:03:37,Senior Software Engineer,9,3200,2025-07-01,Not Egyption but site in egypt,Remote,Full Time,Riyadh,EGP
2025-07-16 09:04:12,devops,2,39000,2025-06-28,Not Egyption but site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 09:04:53,Production Supervisor,9,40000,2025-06-21,Not Egyption but site in egypt,On Site,Full Time,Beni Suef,EGP
2025-07-16 09:05:13,Fullstack NodeJs developer,2,34000,2025-01-01,Not Egyption and site out of egypt,Remote,Full Time,Berlin,EGP
2025-07-16 09:06:37,D365 FO Dev,10,1900,2025-07-16,Not Egyption but site in egypt,Remote,Full Time,Cairo,USD
2025-07-16 09:07:07,Data Engineer,4,55000,2025-07-16,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 09:10:30,Flutter developer,3,50,2025-07-16,Not Egyption but site in egypt,Hybrid,Full Time,Lebnanon,EGP
2025-07-16 09:10:59,PHP Developer,3,45000,2025-01-02,Not Egyption but site in egypt,Remote,Full Time,Riyadh,EGP
2025-07-16 09:11:08,Frontend Developer,2,1200,2025-07-01,Not Egyption but site in egypt,Hybrid,Full Time,Cairo,USD
2025-07-16 09:11:12,Frontend reactjs,3,15000,2025-07-16,Egyption and site in egypt,Remote,Full Time,Mansoura,EGP
2025-07-16 09:11:22,AI engineer,1,17000,2025-02-17,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 09:13:30,Laravel Developer,4,60000,2025-01-01,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 09:20:14,Product Owner,3,40000,2025-06-28,Not Egyption but site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 09:21:55,Java Developer,2,30000,2025-07-16,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 09:22:37,Logistics & purchasing specialist,2,6000,2023-10-17,Not Egyption but site in egypt,On Site,Full Time,Minya,EGP
2025-07-16 09:25:40,Flutter Developer,2,550,2025-07-01,Not Egyption and site out of egypt,Remote,Full Time,London,USD
2025-07-16 09:26:03,Senior Front-End Developer,8,60000,2025-08-10,Egyption and site in egypt,On Site,Full Time,Alexandria,EGP
2025-07-16 09:26:21,Frontend developer,4,60000,2025-07-23,Not Egyption but site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 09:26:53,Software tester,1,11000,2024-10-15,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-16 09:27:45,Flutter developer,2,20000,2025-07-02,Egyption and site in egypt,Remote,Full Time,Cairo,EGP
2025-07-16 09:28:08,Software Tester,1,15000,2025-07-16,Not Egyption but site in egypt,Hybrid,Full Time,Alexandria,EGP
2025-07-16 09:28:11,Data analyst,1,18,2025-07-16,Egyption and site in egypt,On Site,Part Time,Cairo,EGP
2025-07-16 09:28:19,Senior software engineer,6,63,2025-07-01,Not Egyption but site in egypt,Remote,Full Time,Riyadh,EGP
2025-07-16 09:29:24,AI Engineer,4,60000,2025-10-01,Not Egyption but site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 09:30:30,iOS Developer,1,12000,2025-07-01,Egyption and site in egypt,On Site,Full Time,Giza,EGP
2025-07-16 09:31:24,Communication and electronic Engineer,1,9000,2025-07-16,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-16 09:31:30,Frontend Developer,2,19250,2025-07-16,Egyption and site in egypt,Remote,Full Time,Cairo,EGP
2025-07-16 09:33:52,joniur data engineer,1,17000,2024-06-01,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 09:33:55,Backend,2,28000,2024-11-20,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 09:34:27,Frontend Developer,5,48500,2023-05-05,Not Egyption but site in egypt,Remote,Full Time,Cairo,EGP
2025-07-16 09:34:29,Quality Control,1,20000,2025-07-16,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 09:35:19,backend developer,2,10000,2025-07-01,Egyption and site in egypt,On Site,Full Time,Tanta,EGP
2025-07-16 09:35:55,BI Engineer,4,51678,2025-06-26,Not Egyption but site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 09:38:01,Dynamics 356 CRM Developer,2,20000,2025-07-16,Not Egyption but site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 09:39:04,Software Engineer,1,12000,2025-07-01,Not Egyption but site in egypt,Hybrid,Full Time,Alexandria,EGP
2025-07-16 09:39:49,Php developer,6,36000,2025-05-01,Egyption and site in egypt,On Site,Full Time,Alexandria,EGP
2025-07-16 09:40:01,Flutter developer,1,15000,2025-07-01,Egyption and site in egypt,Remote,Full Time,Cairo,EGP
2025-07-16 09:40:05,Security Engineer,2,27000,2025-07-27,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 09:40:30,DevOps Engineer,1,22000,2025-07-01,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-16 09:42:22,Full Stack Developer,1,12000,2025-07-03,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-16 09:44:20,Software engineer,1,40000,2025-07-01,Not Egyption but site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 09:44:32,Data Management specialist,2,36000,2025-07-01,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 09:44:57,.NET developer,6,60000,2025-07-16,Not Egyption but site in egypt,Remote,Full Time,Cairo,EGP
2025-07-16 09:45:56,Software engineer,1,36000,2025-01-01,Egyption and site in egypt,Remote,Full Time,Cairo,EGP
2025-07-16 09:48:06,Java Developer,1,19000,2025-07-16,Egyption and site in egypt,On Site,Full Time,Alexandria,EGP
2025-07-16 09:48:21,. NET developer,6,1200,2025-07-16,Not Egyption but site in egypt,Remote,Full Time,Cairo,USD
2025-07-16 09:50:05,Software Engineer,1,35000,2025-07-29,Egyption and site in egypt,On Site,Full Time,Alexandria,EGP
2025-07-16 09:50:05,Network Security Engineer,4,30000,2025-01-01,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-16 09:52:22,MERN stack developer,4,45000,2025-07-16,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 09:52:27,Engineering manager,13,180000,2025-01-01,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 09:52:49,Full Stack Engineer,3,62500,2025-05-01,Not Egyption and site out of egypt,Remote,Full Time,Else,EGP
2025-07-16 09:55:15,Java team lead,10,4000,2024-01-01,Not Egyption but site in egypt,Remote,Full Time,Cairo,USD
2025-07-16 09:55:23,Mobile application developer,3,20000,2025-05-01,Egyption and site in egypt,On Site,Full Time,6th of October,EGP
2025-07-16 09:56:27,Data Analyst,2,22,2025-07-16,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-16 09:56:35,Data engineer,4,130000,2025-07-16,Not Egyption and site out of egypt,On Site,Full Time,Riyadh,EGP
2025-07-16 09:58:14,Front End React,4,2000,2025-07-27,Not Egyption but site in egypt,On Site,Full Time,Shiekh zayed,USD
2025-07-16 09:58:35,Back end developer,6,58000,2025-07-16,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 10:00:17,.Net Developer,2,30,2025-01-01,Egyption and site in egypt,Hybrid,Full Time,Alexandria,EGP
2025-07-16 10:02:15,PHP backend developer,2,15000,2025-07-16,Egyption and site in egypt,On Site,Full Time,Mansoura,EGP
2025-07-16 10:02:20,Senior python developer,9,70,2025-07-01,Egyption and site in egypt,On Site,Full Time,Alexandria,EGP
2025-07-16 10:08:23,C/C++,1,22000,2025-06-01,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 10:09:19,Full stack developer,2,370,2025-06-01,Not Egyption but site in egypt,Remote,Full Time,Cairo,USD
2025-07-16 10:09:27,Network engineer,4,21000,2025-06-01,Egyption and site in egypt,Hybrid,Part Time,Cairo,EGP
2025-07-16 10:11:54,Software Engineer,1,20000,2025-07-01,Egyption and site in egypt,On Site,Full Time,Alexandria,EGP
2025-07-16 10:17:15,"Full Stack developer (Flutter, .NET, react)",2,15000,2025-07-01,Not Egyption and site out of egypt,Remote,Part Time,Riyadh,EGP
2025-07-16 10:18:34,Senior Full Stack. Net Angular,3,55000,2025-07-16,Not Egyption but site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 10:23:36,Next Js developer,1,20000,2025-07-16,Egyption and site in egypt,Remote,Full Time,Cairo,EGP
2025-07-16 10:25:11,UI\UX Designer,2,15,2025-07-25,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 10:26:08,Frontend Developer,1,15000,2025-07-24,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-16 10:26:15,IT SUPPORT,2,10000,2024-09-01,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-16 10:27:54,.net developer,5,40,2025-07-16,Egyption and site in egypt,Remote,Full Time,Cairo,EGP
2025-07-16 10:28:28,Game developer (unreal engine),0,35000,2025-07-16,Not Egyption and site out of egypt,Remote,Full Time,Dubai,EGP
2025-07-16 10:28:27,React js Developer,3,18000,2025-01-01,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-16 10:28:33,.net developer,5,25,2025-05-01,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-16 10:29:50,Wordpress developer,2,10000,2024-10-01,Egyption and site in egypt,Remote,Full Time,Cairo,EGP
2025-07-16 10:30:27,Integration Engineer,3,28600,2025-02-12,Egyption and site in egypt,Hybrid,Full Time,Giza,EGP
2025-07-16 10:30:38,Odoo functional consultant,1,30000,2025-07-16,Not Egyption and site out of egypt,Remote,Full Time,Riyadh,EGP
2025-07-16 10:33:27,Robotics SW engineer,3,65000,2025-07-16,Not Egyption but site in egypt,On Site,Full Time,Cairo,EGP
2025-07-16 10:33:45,Ai Engineer,4,30,2025-07-01,Not Egyption but site in egypt,On Site,Full Time,Cairo,EGP
2025-07-16 10:38:55,Senior Software Engineer,6,2100,2025-07-16,Not Egyption but site in egypt,Hybrid,Full Time,Cairo,USD
2025-07-16 10:39:12,DevOps Engineer,0,18000,2025-05-01,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 10:39:39,Java Developer,2,37000,2025-02-01,Not Egyption but site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 10:39:49,Data analyst,1,8500,1996-07-01,Egyption and site in egypt,On Site,Full Time,Giza,EGP
2025-07-16 10:40:01,full stack developer,2,15000,2025-07-16,Egyption and site in egypt,Remote,Full Time,Cairo,EGP
2025-07-16 10:42:41,Software Engineer,2,35000,2025-01-01,Not Egyption but site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 10:43:57,BI Engineer,2,32000,2025-06-28,Not Egyption but site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 10:45:30,Backend developer Php laravel,2,20000,2020-01-01,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 10:45:41,flutter developer,1,5000,,Egyption and site in egypt,Remote,Full Time,Cairo,EGP
2025-07-16 10:46:07,full stack developer,2,15000,2025-07-16,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-16 10:47:22,Cloud DevOps Engineer,3,47100,2025-07-16,Not Egyption but site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 10:48:35,RPA developer,2,30,2025-07-01,Not Egyption but site in egypt,Hybrid,Full Time,Giza,EGP
2025-07-16 10:50:19,Flutter developer,5,1500,2025-03-01,Not Egyption but site in egypt,Hybrid,Full Time,Cairo,USD
2025-07-16 10:50:22,Technical Talent Acquisition Coordinator,1,16000,2025-01-06,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 10:50:56,data analyst,1,12000,2025-07-16,Not Egyption but site in egypt,On Site,Full Time,Cairo,EGP
2025-07-16 10:51:47,Software Engineer,2,1000,2025-07-16,Not Egyption and site out of egypt,Remote,Full Time,USA,USD
2025-07-16 10:56:03,Technical Office Engineer,4,19000,2025-07-01,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-16 10:56:43,Software Engineer II ( Fullstack .NET Developer ),2,30000,2025-07-01,Egyption and site in egypt,Hybrid,Full Time,Cairo,EGP
2025-07-16 10:57:37,Senior IT Support,5,22000,2025-05-01,Egyption and site in egypt,On Site,Full Time,Cairo,EGP
2025-07-16 10:57:49,.Net backend developer,7,15000,2025-06-01,Egyption and site in egypt,On Site,Full Time,Giza,EGP
